Chave,Titulo,Data Criacao,Data Mudanca,Status Antigo,Status Novo,Autor
BF3E4-1711,[CLIENTE - 13] Assunto: Relacionamento Cliente (Parte 2) - TAMANHO: M,2026-03-09T11:57:23.404-0300,2026-03-17T18:22:56.425-0300,Open,WAITING REFINEMENT,willian.santos
BF3E4-1698,[CLIENTE - 12] Assunto: Relacionamento Cliente (Parte 1) - TAMANHO: G,2026-03-09T11:56:48.470-0300,2026-03-17T18:22:18.051-0300,IN REFINEMENT,Refined,willian.santos
BF3E4-1698,[CLIENTE - 12] Assunto: Relacionamento Cliente (Parte 1) - TAMANHO: G,2026-03-09T11:56:48.470-0300,2026-03-17T18:22:15.726-0300,WAITING REFINEMENT,IN REFINEMENT,willian.santos
BF3E4-1698,[CLIENTE - 12] Assunto: Relacionamento Cliente (Parte 1) - TAMANHO: G,2026-03-09T11:56:48.470-0300,2026-03-17T18:22:13.198-0300,Open,WAITING REFINEMENT,willian.santos
BF3E4-1690,[CLIENTE - 11] Assunto: Integrações Externas (Parte 2) - TAMANHO: P,2026-03-09T11:56:27.828-0300,2026-03-17T18:21:36.053-0300,IN REFINEMENT,Refined,willian.santos
BF3E4-1690,[CLIENTE - 11] Assunto: Integrações Externas (Parte 2) - TAMANHO: P,2026-03-09T11:56:27.828-0300,2026-03-17T18:21:33.676-0300,WAITING REFINEMENT,IN REFINEMENT,willian.santos
BF3E4-1690,[CLIENTE - 11] Assunto: Integrações Externas (Parte 2) - TAMANHO: P,2026-03-09T11:56:27.828-0300,2026-03-17T18:21:29.679-0300,Open,WAITING REFINEMENT,willian.santos
BF3E4-1675,[CLIENTE - 10] Assunto: Integrações Externas (Parte 1) - TAMANHO: G,2026-03-09T11:56:01.227-0300,2026-03-17T18:20:27.364-0300,IN REFINEMENT,Refined,willian.santos
BF3E4-1675,[CLIENTE - 10] Assunto: Integrações Externas (Parte 1) - TAMANHO: G,2026-03-09T11:56:01.227-0300,2026-03-17T18:20:24.619-0300,WAITING REFINEMENT,IN REFINEMENT,willian.santos
BF3E4-1675,[CLIENTE - 10] Assunto: Integrações Externas (Parte 1) - TAMANHO: G,2026-03-09T11:56:01.227-0300,2026-03-17T18:20:20.896-0300,Open,WAITING REFINEMENT,willian.santos
BF3E4-1663,[CLIENTE - 9] Assunto: Staging (Parte 2) - TAMANHO: G,2026-03-09T11:55:41.218-0300,2026-03-17T18:19:51.793-0300,IN REFINEMENT,Refined,willian.santos
BF3E4-1663,[CLIENTE - 9] Assunto: Staging (Parte 2) - TAMANHO: G,2026-03-09T11:55:41.218-0300,2026-03-17T18:19:49.290-0300,WAITING REFINEMENT,IN REFINEMENT,willian.santos
BF3E4-1663,[CLIENTE - 9] Assunto: Staging (Parte 2) - TAMANHO: G,2026-03-09T11:55:41.218-0300,2026-03-17T18:19:46.467-0300,Open,WAITING REFINEMENT,willian.santos
BF3E4-1648,[CLIENTE - 8] Assunto: Staging (Parte 1) - TAMANHO: G,2026-03-09T11:55:03.623-0300,2026-03-17T18:18:02.527-0300,IN REFINEMENT,Refined,willian.santos
BF3E4-1648,[CLIENTE - 8] Assunto: Staging (Parte 1) - TAMANHO: G,2026-03-09T11:55:03.623-0300,2026-03-17T18:17:59.615-0300,WAITING REFINEMENT,IN REFINEMENT,willian.santos
BF3E4-1648,[CLIENTE - 8] Assunto: Staging (Parte 1) - TAMANHO: G,2026-03-09T11:55:03.623-0300,2026-03-17T18:17:56.897-0300,Open,WAITING REFINEMENT,willian.santos
BF3E4-1634,[CLIENTE - 7] Assunto: Dados Públicos CNPJ - Target & Views (Parte 2) - TAMANHO: G,2026-03-09T11:54:27.797-0300,2026-03-17T18:17:05.453-0300,IN REFINEMENT,Refined,willian.santos
