Chave,Titulo,Data Criacao,Data Mudanca,Status Antigo,Status Novo,Autor
BF3E4-3158,[RH - 3] Entidade: Vetorh - Dados de Colaboradores Parte 1 - TAMANHO: G,2026-03-11T12:25:04.331-0300,2026-03-19T13:42:23.539-0300,WAITING REFINEMENT,IN REFINEMENT,italo.siqueira
BF3E4-3158,[RH - 3] Entidade: Vetorh - Dados de Colaboradores Parte 1 - TAMANHO: G,2026-03-11T12:25:04.331-0300,2026-03-19T13:41:47.532-0300,Open,WAITING REFINEMENT,italo.siqueira
BF3E4-3141,[RH - 1] Entidade: Vetorh - Estruturas Organizacionais Parte 1 - TAMANHO: G,2026-03-11T12:23:09.301-0300,2026-03-26T09:48:30.993-0300,To Do,IN DEVELOPMENT,italo.siqueira
BF3E4-3141,[RH - 1] Entidade: Vetorh - Estruturas Organizacionais Parte 1 - TAMANHO: G,2026-03-11T12:23:09.301-0300,2026-03-26T09:48:27.877-0300,Refined,To Do,italo.siqueira
BF3E4-3141,[RH - 1] Entidade: Vetorh - Estruturas Organizacionais Parte 1 - TAMANHO: G,2026-03-11T12:23:09.301-0300,2026-03-19T13:37:38.238-0300,IN REFINEMENT,Refined,italo.siqueira
BF3E4-3141,[RH - 1] Entidade: Vetorh - Estruturas Organizacionais Parte 1 - TAMANHO: G,2026-03-11T12:23:09.301-0300,2026-03-19T13:37:35.473-0300,WAITING REFINEMENT,IN REFINEMENT,italo.siqueira
BF3E4-3141,[RH - 1] Entidade: Vetorh - Estruturas Organizacionais Parte 1 - TAMANHO: G,2026-03-11T12:23:09.301-0300,2026-03-19T13:37:31.196-0300,Open,WAITING REFINEMENT,italo.siqueira
BF3E4-3141,[RH - 1] Entidade: Vetorh - Estruturas Organizacionais Parte 1 - TAMANHO: G,2026-03-11T12:23:09.301-0300,2026-03-19T13:37:26.972-0300,WAITING REFINEMENT,Open,italo.siqueira
BF3E4-3141,[RH - 1] Entidade: Vetorh - Estruturas Organizacionais Parte 1 - TAMANHO: G,2026-03-11T12:23:09.301-0300,2026-03-19T13:37:24.095-0300,Open,WAITING REFINEMENT,italo.siqueira
BF3E4-3126,[RH - 2] Entidade: Vetorh - Cargos e Vínculos - TAMANHO: G,2026-03-11T12:22:32.181-0300,2026-03-19T13:38:48.687-0300,IN REFINEMENT,Refined,italo.siqueira
BF3E4-3126,[RH - 2] Entidade: Vetorh - Cargos e Vínculos - TAMANHO: G,2026-03-11T12:22:32.181-0300,2026-03-19T13:38:41.626-0300,WAITING REFINEMENT,IN REFINEMENT,italo.siqueira
BF3E4-3126,[RH - 2] Entidade: Vetorh - Cargos e Vínculos - TAMANHO: G,2026-03-11T12:22:32.181-0300,2026-03-19T13:37:50.403-0300,Open,WAITING REFINEMENT,italo.siqueira
