Chave,Titulo,Status,Data Criacao,Data Atualizacao,Data Resolucao,Responsavel,Prioridade,Descricao,Historia Pai
BF3E4-6296,[Entidade 9 - COMPRAS][BF3E4-233] Ajustar dados TB_RDA que alimenta a VW_RDA,Canceled,2026-03-26T10:41:24.913-0300,2026-03-27T15:13:21.842-0300,,artur.mariano,Medium,DESCRIÇÃO:   Ao comparar Snowflake X GCP foi identificado que as colunas NOM_CENTRO e NOM_COMPLETO_CENTRO estão populando dados no Snowflake e no GCP está como  null RESULTADO ATUAL:   Snowflake GCP RESULTADO ESPERADO:   Apresentar no Snowflake os mesmos resultados apresentados no GCP.,BF3E4-230
